Ambient_Temp,Visible,Acceleration_Z,Magnetometer_Y,Acceleration_Y,Infrared,PSU_Voltage,Humidity,Latitude,Satellites,Longitude,Current,Magnetometer_X,Magnetometer_Z,Acceleration_X,Probe_Temp,Light,Altitude,GPS_Fix,File
30.87,12387164,0.88,-116.73,-0.08,189,,31.93,0.0,,0.0,,-372.36,-417.96,9.79,5.97,120.61,0.0,0.0,File_1532.json
31.31,4008868.67,0.74,-157.38,-0.43,145.93,,16.94,0.0,,0.0,,-372.36,-417.96,9.77,28.56,57.31,0.0,0.0,File_79.json
31.19,524337,0.96,-116.18,-0.04,8,,24.89,0.0,,0.0,,-372.36,-417.96,9.75,5.93,7.16,0.0,0.0,File_13900.json
30.99,10421021,0.84,-116.27,-0.04,159,,32.77,0.0,,0.0,,-372.36,-417.96,9.75,12.73,113.46,0.0,0.0,File_15852.json
31.00,3342472,0.92,-116.45,-0.04,51,,28.48,0.0,,0.0,,-372.36,-417.96,9.75,5.76,16.87,0.0,0.0,File_14210.json
31.23,11010858,0.96,-116.45,-0.04,168,,33.49,0.0,,0.0,,-372.36,-417.96,9.75,13.68,114.64,0.0,0.0,File_3103.json
30.69,524339,0.96,-116.64,-0.04,8,,30.96,0.0,,0.0,,-372.36,-417.96,9.71,13.44,7.49,0.0,0.0,File_11812.json
30.85,917580,0.88,-116.64,0.00,14,,25.99,0.0,,0.0,,-372.36,-417.96,9.75,5.09,10.94,0.0,0.0,File_8782.json
31.06,655424,0.92,-115.82,-0.11,10,,38.37,0.0,,0.0,,-372.36,-417.96,9.64,11.92,9.40,0.0,0.0,File_3707.json
31.67,1769553,0.88,-116.09,-0.04,27,,41.67,0.0,,0.0,,-372.36,-417.96,9.75,3.65,10.40,0.0,0.0,File_3778.json
30.90,458797,0.88,-116.73,-0.04,7,,40.21,0.0,,0.0,,-372.36,-417.96,9.83,2.77,6.61,0.0,0.0,File_6492.json
31.01,786488,0.88,-116.45,-0.19,12,,21.52,0.0,,0.0,,-372.36,-417.96,9.75,5.19,7.89,0.0,0.0,File_19674.json
31.29,589882,0.92,-116.18,-0.04,9,,35.77,0.0,,0.0,,-372.36,-417.96,9.60,0.72,8.53,0.0,0.0,File_6094.json
31.15,524340,0.96,-115.91,-0.04,8,,37.21,0.0,,0.0,,-372.36,-417.96,9.75,5.83,7.65,0.0,0.0,File_2945.json
31.40,10748722,0.96,-115.91,-0.04,164,,37.83,0.0,,0.0,,-372.36,-417.96,9.79,14.52,116.37,0.0,0.0,File_12890.json
30.78,524340,0.88,-116.73,-0.04,8,,30.34,0.0,,0.0,,-372.36,-417.96,9.68,10.68,7.65,0.0,0.0,File_13980.json
31.19,10617645,0.88,-116.27,-0.04,162,,28.66,0.0,,0.0,,-372.36,-417.96,9.71,6.20,115.76,0.0,0.0,File_12195.json
31.39,9831171,0.96,-116.27,-0.11,150,,36.03,0.0,,0.0,,-372.36,-417.96,9.71,1.53,110.16,0.0,0.0,File_16555.json
30.95,524335,0.84,-116.55,-0.08,8,,39.75,0.0,,0.0,,-372.36,-417.96,9.79,5.90,6.83,0.0,0.0,File_16936.json
31.25,10224414,0.84,-116.09,0.00,156,,27.79,0.0,,0.0,,-372.36,-417.96,9.83,5.83,113.94,0.0,0.0,File_13386.json
30.67,1966166,0.88,-116.91,-0.04,30,,28.13,0.0,,0.0,,-372.36,-417.96,9.75,13.98,10.90,0.0,0.0,File_5229.json
31.28,10421004,0.99,-116.55,-0.04,159,,31.84,0.0,,0.0,,-372.36,-417.96,9.71,14.15,110.69,0.0,0.0,File_6320.json
31.18,9896709,0.88,-116.45,-0.04,151,,32.14,0.0,,0.0,,-372.36,-417.96,9.71,14.22,110.38,0.0,0.0,File_10177.json
30.78,458798,0.88,-116.82,-0.04,7,,29.37,0.0,,0.0,,-372.36,-417.96,9.79,13.41,6.78,0.0,0.0,File_1667.json
31.12,1310785,0.99,-116.45,-0.04,20,,26.77,0.0,,0.0,,-372.36,-417.96,9.87,3.65,8.52,0.0,0.0,File_3924.json
30.95,10617634,0.88,-116.45,-0.04,162,,33.57,0.0,,0.0,,-372.36,-417.96,9.83,13.44,113.97,0.0,0.0,File_6404.json
31.38,11338559,0.88,-116.00,-0.04,173,,22.74,0.0,,0.0,,-372.36,-417.96,9.75,11.08,117.55,0.0,0.0,File_16361.json
30.71,2687089,0.92,-116.91,-0.04,41,,26.62,0.0,,0.0,,-372.36,-417.96,9.79,12.60,14.16,0.0,0.0,File_3004.json
30.87,524339,0.92,-116.73,-0.08,8,,28.94,0.0,,0.0,,-372.36,-417.96,9.71,5.63,7.49,0.0,0.0,File_19668.json
31.12,10552100,0.92,-116.55,-0.04,161,,28.94,0.0,,0.0,,-372.36,-417.96,9.68,14.66,114.40,0.0,0.0,File_10005.json
31.08,589875,0.96,-116.27,-0.04,9,,39.60,0.0,,0.0,,-372.36,-417.96,9.79,5.73,7.38,0.0,0.0,File_16698.json
29.82,10039563.47,0.94,-139.42,-0.71,13.06,,40.34,0.0,,0.0,,-372.36,-417.96,9.69,22.27,37.44,0.0,0.0,File_133.json
31.38,2556009,0.88,-116.09,-0.08,39,,38.65,0.0,,0.0,,-372.36,-417.96,9.75,13.81,13.06,0.0,0.0,File_9283.json
30.61,720950,0.84,-117.27,-0.04,11,,31.36,0.0,,0.0,,-372.36,-417.96,9.71,0.96,7.66,0.0,0.0,File_15498.json
31.34,524336,0.92,-116.09,-0.11,8,,42.85,0.0,,0.0,,-372.36,-417.96,9.68,0.25,7.00,0.0,0.0,File_19328.json
31.15,589876,0.92,-116.09,-0.08,9,,24.72,0.0,,0.0,,-372.36,-417.96,9.79,11.59,7.55,0.0,0.0,File_5786.json
30.63,983100,0.96,-117.00,-0.04,15,,29.40,0.0,,0.0,,-372.36,-417.96,9.71,11.08,8.23,0.0,0.0,File_1015.json
30.97,9831169,0.96,-116.64,-0.04,150,,30.64,0.0,,0.0,,-372.36,-417.96,9.79,14.08,109.83,0.0,0.0,File_18948.json
31.65,852022,0.99,-115.91,0.00,13,,20.11,0.0,,0.0,,-372.36,-417.96,9.83,13.58,7.45,0.0,0.0,File_9786.json
31.31,1179716,0.96,-116.27,-0.04,18,,17.84,0.0,,0.0,,-372.36,-417.96,9.79,14.72,9.22,0.0,0.0,File_4072.json
31.25,2752621,0.92,-116.09,-0.08,42,,17.82,0.0,,0.0,,-372.36,-417.96,9.79,8.93,13.40,0.0,0.0,File_5420.json
30.67,589875,0.99,-117.09,-0.04,9,,31.56,0.0,,0.0,,-372.36,-417.96,9.68,0.66,7.38,0.0,0.0,File_4386.json
30.91,1179710,0.88,-116.00,-0.08,18,,38.45,0.0,,0.0,,-372.36,-417.96,9.71,0.89,8.24,0.0,0.0,File_12706.json
30.63,1900624,0.80,-116.82,-0.08,29,,28.17,0.0,,0.0,,-372.36,-417.96,9.71,5.53,10.03,0.0,0.0,File_11301.json
30.78,1114181,0.84,-116.73,-0.11,17,,31.93,0.0,,0.0,,-372.36,-417.96,9.75,12.97,9.49,0.0,0.0,File_10998.json
31.11,524334,0.88,-116.27,-0.04,8,,35.32,0.0,,0.0,,-372.36,-417.96,9.71,10.00,6.67,0.0,0.0,File_9380.json
31.19,524338,0.92,-116.00,0.00,8,,43.26,0.0,,0.0,,-372.36,-417.96,9.71,13.74,7.49,0.0,0.0,File_15794.json
31.14,720953,0.96,-115.91,-0.04,11,,35.96,0.0,,0.0,,-372.36,-417.96,9.75,13.48,8.15,0.0,0.0,File_3006.json
30.78,524338,0.88,-116.73,-0.04,8,,29.35,0.0,,0.0,,-372.36,-417.96,9.75,13.98,7.32,0.0,0.0,File_15594.json
31.60,9896712,0.92,-115.73,-0.04,151,,33.28,0.0,,0.0,,-372.36,-417.96,9.75,12.63,110.87,0.0,0.0,File_11805.json
30.96,1114170,0.84,-116.36,0.00,17,,39.13,0.0,,0.0,,-372.36,-417.96,9.79,12.63,7.69,0.0,0.0,File_18212.json
31.04,524337,0.96,-116.27,-0.11,8,,39.64,0.0,,0.0,,-372.36,-417.96,9.79,4.28,7.16,0.0,0.0,File_6687.json
30.75,10683184,0.92,-116.82,0.00,163,,27.21,0.0,,0.0,,-372.36,-417.96,9.71,1.97,116.15,0.0,0.0,File_13884.json
31.11,9831170,0.88,-116.36,-0.08,150,,38.96,0.0,,0.0,,-372.36,-417.96,9.75,5.46,110.00,0.0,0.0,File_14402.json
30.90,1441858,0.96,-116.55,-0.08,22,,39.69,0.0,,0.0,,-372.36,-417.96,9.71,14.08,8.47,0.0,0.0,File_5055.json
30.96,524336,0.88,-116.27,0.00,8,,39.77,0.0,,0.0,,-372.36,-417.96,9.75,3.75,7.00,0.0,0.0,File_6469.json
30.62,655413,0.84,-116.91,-0.04,10,,31.37,0.0,,0.0,,-372.36,-417.96,9.71,13.34,7.61,0.0,0.0,File_11368.json
31.59,12190547,0.92,-115.73,0.00,186,,41.93,0.0,,0.0,,-372.36,-417.96,9.79,10.38,119.46,0.0,0.0,File_6987.json
31.58,11469626,0.92,-115.82,-0.04,175,,41.59,0.0,,0.0,,-372.36,-417.96,9.71,10.64,116.52,0.0,0.0,File_9857.json
30.65,786499,0.99,-116.82,-0.04,12,,28.11,0.0,,0.0,,-372.36,-417.96,9.71,0.35,9.68,0.0,0.0,File_16252.json
31.22,589878,0.88,-115.64,-0.08,9,,42.98,0.0,,0.0,,-372.36,-417.96,9.71,5.19,7.87,0.0,0.0,File_17470.json
31.27,10224400,0.96,-116.64,-0.08,156,,30.14,0.0,,0.0,,-372.36,-417.96,9.71,0.82,111.65,0.0,0.0,File_11182.json
31.14,1835092,0.96,-116.09,-0.04,28,,38.61,0.0,,0.0,,-372.36,-417.96,9.75,5.90,10.78,0.0,0.0,File_3682.json
31.56,852028,0.84,-115.82,-0.04,13,,37.33,0.0,,0.0,,-372.36,-417.96,9.68,13.34,8.43,0.0,0.0,File_16429.json
31.55,524334,0.96,-116.09,0.00,8,,24.41,0.0,,0.0,,-372.36,-417.96,9.75,5.56,6.67,0.0,0.0,File_16861.json
31.34,10552105,0.99,-116.00,-0.04,161,,32.14,0.0,,0.0,,-372.36,-417.96,9.75,14.05,115.21,0.0,0.0,File_19453.json
30.68,524339,1.03,-116.73,-0.04,8,,31.02,0.0,,0.0,,-372.36,-417.96,9.71,5.46,7.49,0.0,0.0,File_10433.json
31.07,9831170,0.92,-116.27,-0.08,150,,35.90,0.0,,0.0,,-372.36,-417.96,9.75,14.25,110.00,0.0,0.0,File_14513.json
31.52,11010869,0.92,-116.09,-0.04,168,,41.46,0.0,,0.0,,-372.36,-417.96,9.83,13.00,116.44,0.0,0.0,File_14500.json
31.12,589875,0.99,-115.91,-0.08,9,,38.92,0.0,,0.0,,-372.36,-417.96,9.71,5.60,7.38,0.0,0.0,File_5074.json
31.09,10683186,0.80,-116.18,0.00,163,,28.72,0.0,,0.0,,-372.36,-417.96,9.75,11.02,116.47,0.0,0.0,File_15900.json
31.58,852025,0.92,-115.64,-0.04,13,,37.26,0.0,,0.0,,-372.36,-417.96,9.71,14.05,7.94,0.0,0.0,File_18548.json
30.72,1245248,0.92,-116.73,-0.04,19,,30.80,0.0,,0.0,,-372.36,-417.96,9.75,11.79,8.46,0.0,0.0,File_13245.json
30.99,983123,0.88,-116.82,-0.08,15,,27.34,0.0,,0.0,,-372.36,-417.96,9.68,8.25,11.98,0.0,0.0,File_11530.json
31.11,9765635,0.88,-116.36,0.00,149,,39.38,0.0,,0.0,,-372.36,-417.96,9.75,2.50,110.26,0.0,0.0,File_292.json
31.18,9896711,0.88,-116.73,-0.08,151,,32.37,0.0,,0.0,,-372.36,-417.96,9.75,5.33,110.71,0.0,0.0,File_5333.json
31.23,589878,0.92,-116.00,-0.08,9,,38.57,0.0,,0.0,,-372.36,-417.96,9.71,9.30,7.87,0.0,0.0,File_9761.json
31.31,524339,0.92,-116.09,-0.08,8,,42.59,0.0,,0.0,,-372.36,-417.96,9.75,5.66,7.49,0.0,0.0,File_8975.json
31.07,11010861,0.96,-116.73,-0.08,168,,33.44,0.0,,0.0,,-372.36,-417.96,9.68,14.05,115.13,0.0,0.0,File_15030.json
31.04,10683163,0.88,-116.64,0.00,163,,34.29,0.0,,0.0,,-372.36,-417.96,9.71,12.03,112.72,0.0,0.0,File_12108.json
31.34,458797,0.92,-116.09,-0.04,7,,37.55,0.0,,0.0,,-372.36,-417.96,9.68,4.45,6.61,0.0,0.0,File_5502.json
31.26,2490473,0.88,-116.00,-0.04,38,,39.29,0.0,,0.0,,-372.36,-417.96,9.71,14.59,13.17,0.0,0.0,File_13046.json
30.98,458795,0.84,-116.18,-0.04,7,,39.93,0.0,,0.0,,-372.36,-417.96,9.75,9.80,6.29,0.0,0.0,File_2355.json
31.46,11010866,0.84,-116.00,-0.08,168,,43.33,0.0,,0.0,,-372.36,-417.96,9.75,0.15,115.95,0.0,0.0,File_3674.json
31.30,10355472,0.76,-116.55,-0.11,158,,30.30,0.0,,0.0,,-372.36,-417.96,9.71,5.76,111.45,0.0,0.0,File_10443.json
30.97,458792,0.88,-116.36,0.00,7,,39.82,0.0,,0.0,,-372.36,-417.96,9.75,13.04,5.80,0.0,0.0,File_2977.json
30.77,10748707,0.88,-116.82,0.00,164,,29.11,0.0,,0.0,,-372.36,-417.96,9.75,12.26,113.92,0.0,0.0,File_4462.json
31.01,983119,0.88,-116.73,-0.04,15,,34.76,0.0,,0.0,,-372.36,-417.96,9.75,11.66,11.33,0.0,0.0,File_6823.json
31.02,10486565,0.92,-116.45,0.00,160,,38.64,0.0,,0.0,,-372.36,-417.96,9.79,2.87,114.66,0.0,0.0,File_7049.json
30.80,1048641,0.92,-116.55,-0.04,16,,31.89,0.0,,0.0,,-372.36,-417.96,9.75,12.36,8.94,0.0,0.0,File_12723.json
30.82,9831173,0.92,-116.73,-0.04,150,,29.52,0.0,,0.0,,-372.36,-417.96,9.71,14.39,110.49,0.0,0.0,File_4315.json
30.71,524334,0.84,-116.73,0.00,8,,29.50,0.0,,0.0,,-372.36,-417.96,9.71,5.66,6.67,0.0,0.0,File_15245.json
31.13,524341,0.88,-116.55,-0.04,8,,39.49,0.0,,0.0,,-372.36,-417.96,9.75,4.28,7.81,0.0,0.0,File_9562.json
31.14,589877,0.99,-115.91,-0.15,9,,43.69,0.0,,0.0,,-372.36,-417.96,9.79,2.03,7.71,0.0,0.0,File_19325.json
31.30,524334,0.88,-116.27,-0.11,8,,39.60,0.0,,0.0,,-372.36,-417.96,9.71,4.55,6.67,0.0,0.0,File_13809.json
31.29,1179719,0.92,-116.18,0.00,18,,17.45,0.0,,0.0,,-372.36,-417.96,9.75,2.50,9.71,0.0,0.0,File_18810.json
31.00,2621559,0.88,-116.55,-0.11,40,,28.48,0.0,,0.0,,-372.36,-417.96,9.75,1.93,15.24,0.0,0.0,File_8220.json
30.94,720952,0.88,-116.55,-0.15,11,,39.41,0.0,,0.0,,-372.36,-417.96,9.79,1.50,7.99,0.0,0.0,File_4279.json
31.49,10617642,0.80,-115.64,0.00,162,,41.66,0.0,,0.0,,-372.36,-417.96,9.79,5.50,115.27,0.0,0.0,File_2794.json
30.70,524336,0.88,-117.09,-0.08,8,,28.02,0.0,,0.0,,-372.36,-417.96,9.79,6.54,7.00,0.0,0.0,File_11205.json
31.46,524334,0.96,-115.91,-0.08,8,,20.17,0.0,,0.0,,-372.36,-417.96,9.79,14.35,6.67,0.0,0.0,File_4616.json
31.12,10421018,0.92,-115.82,-0.04,159,,37.99,0.0,,0.0,,-372.36,-417.96,9.83,11.62,112.97,0.0,0.0,File_16531.json
31.05,720948,0.84,-116.27,-0.04,11,,40.05,0.0,,0.0,,-372.36,-417.96,9.75,0.42,7.34,0.0,0.0,File_8807.json
30.65,524334,0.84,-117.09,-0.08,8,,27.93,0.0,,0.0,,-372.36,-417.96,9.75,0.69,6.67,0.0,0.0,File_9900.json
31.07,655411,0.88,-116.09,0.00,10,,37.71,0.0,,0.0,,-372.36,-417.96,9.68,5.56,7.28,0.0,0.0,File_8769.json
31.56,10748709,0.99,-115.82,0.00,164,,41.56,0.0,,0.0,,-372.36,-417.96,9.79,5.93,114.25,0.0,0.0,File_9744.json
30.84,1179711,0.80,-116.64,-0.19,18,,40.22,0.0,,0.0,,-372.36,-417.96,9.79,0.59,8.40,0.0,0.0,File_1783.json
30.77,10486547,0.96,-116.55,0.00,160,,28.50,0.0,,0.0,,-372.36,-417.96,9.68,5.46,111.73,0.0,0.0,File_11478.json
31.23,589876,0.96,-116.36,-0.04,9,,29.24,0.0,,0.0,,-372.36,-417.96,9.75,12.09,7.55,0.0,0.0,File_4367.json
30.70,10224393,0.88,-116.73,-0.04,156,,30.02,0.0,,0.0,,-372.36,-417.96,9.71,5.83,110.51,0.0,0.0,File_7561.json
31.05,12124994,0.96,-117.00,-0.04,185,,33.30,0.0,,0.0,,-372.36,-417.96,9.75,4.99,116.79,0.0,0.0,File_17604.json
31.13,589877,0.88,-115.73,-0.04,9,,36.92,0.0,,0.0,,-372.36,-417.96,9.71,5.73,7.71,0.0,0.0,File_12101.json
31.57,10683182,0.96,-116.27,-0.08,163,,25.60,0.0,,0.0,,-372.36,-417.96,9.71,14.32,115.82,0.0,0.0,File_11087.json
30.71,983098,0.99,-116.91,0.00,15,,30.37,0.0,,0.0,,-372.36,-417.96,9.75,0.32,7.90,0.0,0.0,File_13520.json
30.97,720945,0.92,-116.55,-0.08,11,,38.39,0.0,,0.0,,-372.36,-417.96,9.75,3.68,6.85,0.0,0.0,File_17043.json
31.00,852019,0.99,-116.36,-0.04,13,,39.61,0.0,,0.0,,-372.36,-417.96,9.79,5.90,6.97,0.0,0.0,File_19071.json
31.25,10617636,0.92,-115.91,-0.04,162,,33.56,0.0,,0.0,,-372.36,-417.96,9.83,13.51,114.29,0.0,0.0,File_13869.json
30.72,2752619,0.92,-117.00,-0.04,42,,29.02,0.0,,0.0,,-372.36,-417.96,9.71,5.63,13.08,0.0,0.0,File_16289.json
31.06,655412,0.92,-116.64,-0.04,10,,26.98,0.0,,0.0,,-372.36,-417.96,9.71,10.58,7.44,0.0,0.0,File_8272.json
30.95,2162795,0.92,-116.55,-0.08,33,,30.01,0.0,,0.0,,-372.36,-417.96,9.79,10.88,14.02,0.0,0.0,File_5187.json
29.38,589876,0.96,-117.73,-0.04,9,,24.19,0.0,,0.0,,-372.36,-417.96,9.75,13.48,7.55,0.0,0.0,File_13597.json
31.19,10879788,0.92,-115.91,-0.08,166,,38.09,0.0,,0.0,,-372.36,-417.96,9.83,11.22,115.18,0.0,0.0,File_4392.json
31.64,11862851,0.88,-115.91,-0.08,181,,41.53,0.0,,0.0,,-372.36,-417.96,9.79,13.74,117.37,0.0,0.0,File_10363.json
31.35,589877,0.92,-116.55,-0.11,9,,29.02,0.0,,0.0,,-372.36,-417.96,9.75,3.21,7.71,0.0,0.0,File_16495.json
31.65,10486550,0.92,-115.82,-0.04,160,,34.37,0.0,,0.0,,-372.36,-417.96,9.75,13.95,112.22,0.0,0.0,File_14727.json
31.51,10552082,0.92,-116.18,0.00,161,,32.40,0.0,,0.0,,-372.36,-417.96,9.75,5.76,111.46,0.0,0.0,File_10751.json
29.13,720951,0.92,-117.73,-0.04,11,,23.94,0.0,,0.0,,-372.36,-417.96,9.75,13.24,7.83,0.0,0.0,File_4636.json
31.38,11076413,0.88,-115.91,-0.04,169,,42.86,0.0,,0.0,,-372.36,-417.96,9.71,7.51,117.64,0.0,0.0,File_7241.json
31.40,11076411,0.92,-116.00,0.00,169,,42.83,0.0,,0.0,,-372.36,-417.96,9.71,12.57,117.31,0.0,0.0,File_5459.json
31.28,524334,0.96,-116.45,-0.08,8,,23.93,0.0,,0.0,,-372.36,-417.96,9.75,14.72,6.67,0.0,0.0,File_8485.json
31.25,2949251,0.73,-116.36,-0.23,45,,28.58,0.0,,0.0,,-372.36,-417.96,9.71,0.92,16.68,0.0,0.0,File_13828.json
31.14,9896714,0.92,-116.09,-0.04,151,,40.03,0.0,,0.0,,-372.36,-417.96,9.71,13.31,111.20,0.0,0.0,File_19716.json
30.62,10027786,0.92,-117.00,-0.04,153,,30.98,0.0,,0.0,,-372.36,-417.96,9.75,13.34,110.99,0.0,0.0,File_2645.json
31.13,1900627,0.92,-116.18,0.04,29,,17.71,0.0,,0.0,,-372.36,-417.96,9.71,11.99,10.52,0.0,0.0,File_14967.json
30.98,983119,0.92,-116.45,-0.04,15,,33.07,0.0,,0.0,,-372.36,-417.96,9.75,14.45,11.33,0.0,0.0,File_5807.json
30.92,10683186,0.96,-116.36,-0.04,163,,29.23,0.0,,0.0,,-372.36,-417.96,9.79,12.73,116.47,0.0,0.0,File_15151.json
30.90,11600702,0.99,-116.91,0.04,177,,22.26,0.0,,0.0,,-372.36,-417.96,9.71,2.54,116.97,0.0,0.0,File_6758.json
31.04,10748710,0.92,-116.18,-0.04,164,,23.07,0.0,,0.0,,-372.36,-417.96,9.75,10.07,114.41,0.0,0.0,File_7032.json
31.10,589873,0.96,-116.00,0.08,9,,39.60,0.0,,0.0,,-372.36,-417.96,9.71,0.69,7.06,0.0,0.0,File_11795.json
31.58,10748712,0.92,-115.64,0.04,164,,41.50,0.0,,0.0,,-372.36,-417.96,9.79,5.16,114.74,0.0,0.0,File_16679.json
30.97,524333,0.92,-116.18,-0.04,8,,39.99,0.0,,0.0,,-372.36,-417.96,9.71,5.66,6.51,0.0,0.0,File_11055.json
31.24,524339,0.92,-116.18,-0.04,8,,21.58,0.0,,0.0,,-372.36,-417.96,9.75,14.12,7.49,0.0,0.0,File_17996.json
31.33,524336,0.96,-116.18,-0.04,8,,28.70,0.0,,0.0,,-372.36,-417.96,9.79,5.80,7.00,0.0,0.0,File_8597.json
31.46,10748722,0.92,-115.82,0.00,164,,40.44,0.0,,0.0,,-372.36,-417.96,9.68,5.36,116.37,0.0,0.0,File_18780.json
31.00,10355474,0.92,-116.64,-0.08,158,,34.33,0.0,,0.0,,-372.36,-417.96,9.71,14.12,111.77,0.0,0.0,File_15566.json
31.18,589880,0.88,-116.45,-0.11,9,,38.75,0.0,,0.0,,-372.36,-417.96,9.71,5.16,8.20,0.0,0.0,File_7780.json
31.27,589884,0.80,-115.73,-0.11,9,,39.04,0.0,,0.0,,-372.36,-417.96,9.71,4.08,8.85,0.0,0.0,File_13114.json
31.06,786482,0.88,-116.36,-0.04,12,,39.59,0.0,,0.0,,-372.36,-417.96,9.68,12.43,6.91,0.0,0.0,File_6334.json
31.16,10224413,0.88,-116.55,0.00,156,,27.73,0.0,,0.0,,-372.36,-417.96,9.75,7.08,113.78,0.0,0.0,File_521.json
31.34,655423,0.92,-116.45,0.00,10,,30.32,0.0,,0.0,,-372.36,-417.96,9.75,13.51,9.24,0.0,0.0,File_13545.json
31.13,2424926,0.92,-116.64,0.00,37,,26.80,0.0,,0.0,,-372.36,-417.96,9.68,4.59,11.48,0.0,0.0,File_2880.json
31.05,10289951,0.84,-116.45,-0.04,157,,39.53,0.0,,0.0,,-372.36,-417.96,9.75,13.91,114.00,0.0,0.0,File_3300.json
31.07,2031702,0.88,-116.18,-0.08,31,,39.53,0.0,,0.0,,-372.36,-417.96,9.68,14.45,10.80,0.0,0.0,File_2786.json
30.77,589881,0.88,-116.91,-0.04,9,,30.00,0.0,,0.0,,-372.36,-417.96,9.71,14.49,8.36,0.0,0.0,File_17148.json
31.05,12256078,0.88,-116.45,-0.04,187,,23.40,0.0,,0.0,,-372.36,-417.96,9.75,0.66,118.54,0.0,0.0,File_17150.json
30.92,10224414,0.88,-116.55,-0.04,156,,23.77,0.0,,0.0,,-372.36,-417.96,9.75,1.76,113.94,0.0,0.0,File_7622.json
31.01,786498,0.92,-115.91,-0.08,12,,39.73,0.0,,0.0,,-372.36,-417.96,9.75,13.58,9.52,0.0,0.0,File_4650.json
30.76,655420,0.92,-117.00,-0.04,10,,30.04,0.0,,0.0,,-372.36,-417.96,9.75,8.22,8.75,0.0,0.0,File_14203.json
30.66,524336,0.92,-117.09,-0.08,8,,31.51,0.0,,0.0,,-372.36,-417.96,9.68,2.60,7.00,0.0,0.0,File_10765.json
31.35,10945329,0.99,-115.82,0.00,167,,34.58,0.0,,0.0,,-372.36,-417.96,9.64,14.12,115.89,0.0,0.0,File_12261.json
