File,Timestamp,Acceleration_X,Acceleration_Y,Acceleration_Z,Altitude,Ambient_Temp,GPS_Fix,Humidity,Infrared,Latitude,Light,Longitude,Magnetometer_X,Magnetometer_Y,Magnetometer_Z,Probe_Temp,Visible
File_10682.json,05/20/2024 04:20:48.099581,9.71,-0.08,0.92,0.0,31.26,0.0,31.24,7,0.0,6.61,0.0,-372.36,-116.27,-417.96,10.11,458797
File_7668.json,05/20/2024 04:21:48.174710,9.83,0.00,0.96,0.0,31.27,0.0,31.16,8,0.0,6.83,0.0,-372.36,-116.55,-417.96,11.28,524335
File_8889.json,05/20/2024 04:22:48.256695,9.71,-0.08,0.92,0.0,31.27,0.0,31.14,8,0.0,7.16,0.0,-372.36,-116.55,-417.96,11.99,524337
File_9445.json,05/20/2024 04:23:48.322903,9.71,-0.04,0.92,0.0,31.26,0.0,31.11,7,0.0,6.78,0.0,-372.36,-116.27,-417.96,12.50,458798
File_6931.json,05/20/2024 04:24:48.400759,9.75,-0.08,0.88,0.0,31.26,0.0,31.09,8,0.0,6.83,0.0,-372.36,-116.55,-417.96,12.80,524335
File_10029.json,05/20/2024 04:25:48.483686,9.71,-0.04,0.88,0.0,31.25,0.0,31.09,7,0.0,6.45,0.0,-372.36,-116.45,-417.96,13.10,458796
File_9082.json,05/20/2024 04:26:48.540104,9.71,-0.11,0.92,0.0,31.26,0.0,31.08,8,0.0,7.00,0.0,-372.36,-116.27,-417.96,13.44,524336
File_19334.json,05/20/2024 04:27:48.642072,9.79,-0.08,0.92,0.0,31.24,0.0,31.08,8,0.0,6.83,0.0,-372.36,-116.64,-417.96,13.68,524335
File_1910.json,05/20/2024 04:28:48.675630,9.68,0.00,0.96,0.0,31.23,0.0,31.09,7,0.0,6.61,0.0,-372.36,-116.73,-417.96,13.95,458797
File_17457.json,05/20/2024 04:29:48.748923,9.75,-0.04,0.96,0.0,31.25,0.0,31.08,8,0.0,6.83,0.0,-372.36,-116.55,-417.96,14.25,524335
File_3943.json,05/20/2024 04:30:48.806548,9.71,-0.04,0.92,0.0,31.24,0.0,31.07,8,0.0,6.83,0.0,-372.36,-116.82,-417.96,14.49,524335
File_14439.json,05/20/2024 04:31:48.872222,9.71,-0.11,0.88,0.0,31.22,0.0,31.06,7,0.0,6.61,0.0,-372.36,-116.27,-417.96,8.42,458797
File_16265.json,05/20/2024 04:32:48.936975,9.75,0.00,0.96,0.0,31.21,0.0,31.07,8,0.0,6.83,0.0,-372.36,-116.82,-417.96,5.83,524335
File_19810.json,05/20/2024 04:33:49.004800,9.79,-0.08,0.96,0.0,31.23,0.0,31.04,8,0.0,7.16,0.0,-372.36,-116.55,-417.96,5.60,524337
File_6111.json,05/20/2024 04:34:49.088239,9.79,-0.08,0.96,0.0,31.22,0.0,31.01,7,0.0,6.78,0.0,-372.36,-116.27,-417.96,5.76,458798
File_2138.json,05/20/2024 04:35:49.145497,9.75,-0.08,0.88,0.0,31.21,0.0,31.11,8,0.0,6.83,0.0,-372.36,-116.91,-417.96,4.45,524335
File_13317.json,05/20/2024 04:40:49.536019,9.71,-0.04,0.99,0.0,31.22,0.0,31.02,8,0.0,6.83,0.0,-372.36,-116.45,-417.96,6.00,524335
File_16301.json,05/20/2024 04:41:49.548545,9.75,-0.11,1.03,0.0,31.25,0.0,30.97,8,0.0,6.83,0.0,-372.36,-116.64,-417.96,9.47,524335
File_958.json,05/20/2024 04:42:49.643922,9.79,-0.04,0.96,0.0,31.27,0.0,30.89,7,0.0,6.78,0.0,-372.36,-116.45,-417.96,10.98,458798
File_7004.json,05/20/2024 04:43:49.701983,9.71,-0.04,0.96,0.0,31.27,0.0,30.88,8,0.0,6.83,0.0,-372.36,-116.73,-417.96,11.72,524335
File_5988.json,05/20/2024 04:44:49.773535,9.75,-0.04,0.92,0.0,31.29,0.0,30.84,8,0.0,6.83,0.0,-372.36,-116.45,-417.96,12.30,524335
File_15154.json,05/20/2024 04:45:49.850945,9.71,0.00,0.99,0.0,31.30,0.0,30.79,7,0.0,6.94,0.0,-372.36,-116.64,-417.96,12.77,458799
File_15483.json,05/20/2024 04:46:49.914586,9.71,0.00,0.88,0.0,31.28,0.0,30.77,8,0.0,6.83,0.0,-372.36,-116.45,-417.96,13.10,524335
File_18882.json,05/20/2024 04:47:49.988286,9.79,-0.04,0.92,0.0,31.29,0.0,30.73,8,0.0,7.16,0.0,-372.36,-116.73,-417.96,13.41,524337
File_17552.json,05/20/2024 04:48:50.164082,9.68,-0.11,0.96,0.0,31.29,0.0,30.70,7,0.0,6.61,0.0,-372.36,-116.55,-417.96,13.71,458797
File_18676.json,05/20/2024 04:50:50.210575,9.83,-0.04,0.96,0.0,31.30,0.0,30.66,7,0.0,6.94,0.0,-372.36,-116.55,-417.96,14.28,458799
File_13547.json,05/20/2024 04:51:50.296317,9.79,0.00,0.99,0.0,31.30,0.0,30.66,8,0.0,6.67,0.0,-372.36,-116.82,-417.96,14.52,524334
File_11368.json,05/20/2024 04:53:50.423979,9.79,-0.04,0.88,0.0,31.29,0.0,30.59,7,0.0,6.45,0.0,-372.36,-116.55,-417.96,6.37,458796
File_19210.json,05/20/2024 04:54:50.494621,9.79,-0.08,0.99,0.0,31.30,0.0,30.54,8,0.0,6.83,0.0,-372.36,-116.55,-417.96,5.66,524335
File_5758.json,05/20/2024 04:55:50.565160,9.79,-0.08,1.03,0.0,31.30,0.0,30.51,8,0.0,6.83,0.0,-372.36,-116.55,-417.96,5.73,524335
File_11955.json,05/20/2024 04:56:50.646715,9.75,0.00,0.92,0.0,31.29,0.0,30.53,8,0.0,6.67,0.0,-372.36,-116.55,-417.96,4.99,524334
File_18148.json,05/20/2024 05:02:51.090759,9.68,-0.04,0.92,0.0,31.34,0.0,30.48,8,0.0,8.14,0.0,-372.36,-116.45,-417.96,8.52,524343
File_823.json,05/20/2024 05:03:51.153519,9.75,-0.04,0.96,0.0,31.36,0.0,30.43,8,0.0,7.32,0.0,-372.36,-116.55,-417.96,10.34,524338
File_16523.json,05/20/2024 05:04:51.230610,9.79,-0.04,0.96,0.0,31.36,0.0,30.41,8,0.0,7.32,0.0,-372.36,-116.55,-417.96,11.45,524338
File_853.json,05/20/2024 05:05:51.304831,9.68,-0.08,0.99,0.0,31.35,0.0,30.38,8,0.0,7.49,0.0,-372.36,-116.64,-417.96,12.06,524339
File_1520.json,05/20/2024 05:07:51.437335,9.75,-0.08,0.96,0.0,31.35,0.0,30.36,8,0.0,7.16,0.0,-372.36,-116.27,-417.96,12.94,524337
File_10174.json,05/20/2024 05:09:51.588771,9.75,0.00,0.92,0.0,31.34,0.0,30.32,10,0.0,9.24,0.0,-372.36,-116.45,-417.96,13.51,655423
File_9015.json,05/20/2024 05:10:51.656176,9.75,-0.08,0.96,0.0,31.30,0.0,30.32,9,0.0,8.69,0.0,-372.36,-116.36,-417.96,13.95,589883
File_17979.json,05/20/2024 05:11:51.728297,9.75,-0.04,0.99,0.0,31.29,0.0,30.31,9,0.0,8.85,0.0,-372.36,-116.55,-417.96,14.15,589884
File_10793.json,05/20/2024 05:12:51.805653,9.71,-0.04,0.88,0.0,31.30,0.0,30.30,9,0.0,8.20,0.0,-372.36,-116.55,-417.96,14.35,589880
File_16957.json,05/20/2024 05:13:51.873305,9.64,-0.08,0.92,0.0,31.30,0.0,30.28,9,0.0,9.02,0.0,-372.36,-116.55,-417.96,14.59,589885
File_11629.json,05/20/2024 05:14:51.941770,9.71,0.00,0.92,0.0,31.30,0.0,30.28,9,0.0,8.53,0.0,-372.36,-116.64,-417.96,7.18,589882
File_3745.json,05/20/2024 05:15:52.028425,9.71,-0.08,0.96,0.0,31.27,0.0,30.24,9,0.0,8.36,0.0,-372.36,-116.36,-417.96,5.70,589881
File_201.json,05/20/2024 05:23:52.588880,9.75,0.00,0.84,0.0,31.27,0.0,30.27,8,0.0,7.81,0.0,-372.36,-116.55,-417.96,7.35,524341
File_9957.json,05/20/2024 05:24:52.654435,9.75,0.00,0.96,0.0,31.27,0.0,30.20,9,0.0,8.04,0.0,-372.36,-116.45,-417.96,9.87,589879
File_9889.json,05/20/2024 05:25:52.719970,9.64,-0.08,0.88,0.0,31.28,0.0,30.14,9,0.0,7.87,0.0,-372.36,-116.55,-417.96,11.08,589878
File_13945.json,05/20/2024 05:26:52.792925,9.75,-0.04,0.92,0.0,31.28,0.0,30.13,9,0.0,7.71,0.0,-372.36,-116.73,-417.96,11.86,589877
File_1034.json,05/20/2024 05:27:52.866381,9.68,-0.04,0.92,0.0,31.27,0.0,30.13,9,0.0,7.87,0.0,-372.36,-116.36,-417.96,12.40,589878
File_19967.json,05/20/2024 05:28:52.944721,9.79,-0.08,0.99,0.0,31.29,0.0,30.08,9,0.0,7.87,0.0,-372.36,-116.09,-417.96,12.87,589878
File_4649.json,05/20/2024 05:29:53.003424,9.68,0.00,0.96,0.0,31.27,0.0,30.05,8,0.0,7.65,0.0,-372.36,-116.45,-417.96,13.17,524340
File_15300.json,05/20/2024 05:31:53.164888,9.75,-0.08,0.99,0.0,31.27,0.0,29.97,9,0.0,7.87,0.0,-372.36,-116.55,-417.96,13.78,589878
File_10365.json,05/20/2024 05:32:53.221264,9.68,-0.04,0.88,0.0,31.28,0.0,29.93,8,0.0,7.32,0.0,-372.36,-116.36,-417.96,14.05,524338
File_11029.json,05/20/2024 05:33:53.290967,9.75,-0.08,0.92,0.0,31.27,0.0,29.94,8,0.0,7.65,0.0,-372.36,-116.45,-417.96,14.39,524340
File_5017.json,05/20/2024 05:34:53.368636,9.71,-0.04,0.92,0.0,31.26,0.0,29.91,9,0.0,7.55,0.0,-372.36,-116.64,-417.96,14.52,589876
File_11898.json,05/20/2024 05:35:53.483676,9.83,-0.04,0.92,0.0,31.28,0.0,29.89,8,0.0,7.32,0.0,-372.36,-116.64,-417.96,8.46,524338
File_12697.json,05/20/2024 05:36:53.502416,9.79,-0.04,0.99,0.0,31.29,0.0,29.88,9,0.0,7.71,0.0,-372.36,-116.82,-417.96,5.87,589877
File_13446.json,05/20/2024 05:38:53.669027,9.71,-0.08,0.80,0.0,31.31,0.0,29.82,9,0.0,7.71,0.0,-372.36,-116.82,-417.96,5.80,589877
File_6266.json,05/20/2024 05:39:53.725536,9.75,-0.04,0.88,0.0,31.31,0.0,29.83,9,0.0,7.71,0.0,-372.36,-116.91,-417.96,4.52,589877
File_12782.json,05/20/2024 05:44:54.104559,9.75,-0.04,0.92,0.0,31.39,0.0,29.82,8,0.0,7.65,0.0,-372.36,-116.36,-417.96,5.63,524340
File_19740.json,05/20/2024 05:45:54.165520,9.75,-0.08,0.96,0.0,31.37,0.0,29.75,8,0.0,7.49,0.0,-372.36,-116.45,-417.96,9.37,524339
File_13517.json,05/20/2024 05:46:54.242641,9.71,0.00,0.92,0.0,31.40,0.0,29.69,8,0.0,7.16,0.0,-372.36,-116.27,-417.96,10.81,524337
File_15903.json,05/20/2024 05:47:54.301034,9.79,-0.04,0.88,0.0,31.40,0.0,29.64,9,0.0,7.38,0.0,-372.36,-116.55,-417.96,11.59,589875
File_1435.json,05/20/2024 05:48:54.401224,9.71,-0.04,0.92,0.0,31.43,0.0,29.61,8,0.0,7.00,0.0,-372.36,-116.45,-417.96,12.19,524336
File_1246.json,05/20/2024 05:49:54.432747,9.79,-0.08,0.96,0.0,31.42,0.0,29.62,9,0.0,7.87,0.0,-372.36,-116.55,-417.96,12.77,589878
File_15023.json,05/20/2024 05:50:54.506504,9.75,-0.08,0.92,0.0,31.42,0.0,29.62,8,0.0,7.65,0.0,-372.36,-116.73,-417.96,13.07,524340
File_12988.json,05/20/2024 05:51:54.580367,9.71,-0.04,0.99,0.0,31.41,0.0,29.58,8,0.0,7.00,0.0,-372.36,-116.27,-417.96,13.54,524336
File_15969.json,05/20/2024 05:53:54.727313,9.71,-0.04,0.99,0.0,31.41,0.0,29.53,8,0.0,7.65,0.0,-372.36,-116.45,-417.96,14.15,524340
File_15732.json,05/20/2024 05:54:54.802067,9.71,0.00,0.96,0.0,31.41,0.0,29.51,8,0.0,7.16,0.0,-372.36,-116.64,-417.96,14.42,524337
File_1823.json,05/20/2024 05:56:54.987868,9.75,-0.04,0.92,0.0,31.42,0.0,29.49,8,0.0,7.65,0.0,-372.36,-116.27,-417.96,10.91,524340
File_19894.json,05/20/2024 05:57:55.019960,9.83,0.00,0.96,0.0,31.41,0.0,29.51,8,0.0,7.16,0.0,-372.36,-116.36,-417.96,6.34,524337
File_6465.json,05/20/2024 05:58:55.123981,9.71,-0.08,1.03,0.0,31.40,0.0,29.49,8,0.0,7.49,0.0,-372.36,-116.45,-417.96,5.70,524339
File_14565.json,05/20/2024 05:59:55.167802,9.83,0.00,0.92,0.0,31.40,0.0,29.46,7,0.0,6.45,0.0,-372.36,-116.27,-417.96,5.73,458796
File_7472.json,05/20/2024 06:00:55.247680,9.75,-0.11,0.92,0.0,31.39,0.0,29.53,8,0.0,7.49,0.0,-372.36,-116.64,-417.96,4.96,524339
File_15386.json,05/20/2024 06:05:55.604685,9.79,-0.11,0.96,0.0,31.38,0.0,29.59,8,0.0,6.67,0.0,-372.36,-116.55,-417.96,4.02,524334
File_4577.json,05/20/2024 06:06:55.697458,9.68,-0.04,0.92,0.0,31.42,0.0,29.50,8,0.0,7.16,0.0,-372.36,-116.18,-417.96,8.46,524337
File_4102.json,05/20/2024 06:07:55.745802,9.71,-0.08,0.96,0.0,31.40,0.0,29.46,8,0.0,7.49,0.0,-372.36,-116.73,-417.96,10.38,524339
File_19431.json,05/20/2024 06:08:55.820474,9.75,-0.04,0.92,0.0,31.42,0.0,29.44,8,0.0,7.16,0.0,-372.36,-116.27,-417.96,11.35,524337
File_10850.json,05/20/2024 06:09:55.874879,9.68,-0.04,0.92,0.0,31.40,0.0,29.40,8,0.0,7.65,0.0,-372.36,-116.45,-417.96,12.09,524340
File_10406.json,05/20/2024 06:10:55.944220,9.71,-0.04,0.96,0.0,31.40,0.0,29.43,8,0.0,6.83,0.0,-372.36,-116.36,-417.96,12.57,524335
File_9036.json,05/20/2024 06:11:56.007614,9.71,-0.04,0.88,0.0,31.40,0.0,29.43,9,0.0,7.55,0.0,-372.36,-116.64,-417.96,12.97,589876
File_6267.json,05/20/2024 06:12:56.080683,9.75,0.04,0.92,0.0,31.38,0.0,29.46,8,0.0,7.65,0.0,-372.36,-116.45,-417.96,13.37,524340
File_18737.json,05/20/2024 06:13:56.167690,9.79,-0.08,0.92,0.0,31.40,0.0,29.42,8,0.0,7.49,0.0,-372.36,-116.55,-417.96,13.71,524339
File_7684.json,05/20/2024 06:14:56.230408,9.68,-0.08,0.96,0.0,31.41,0.0,29.43,8,0.0,7.49,0.0,-372.36,-116.36,-417.96,14.01,524339
File_12631.json,05/20/2024 06:15:56.298077,9.75,0.00,0.96,0.0,31.39,0.0,29.39,8,0.0,7.65,0.0,-372.36,-116.55,-417.96,14.28,524340
File_1898.json,05/20/2024 06:16:56.374197,9.68,-0.04,0.96,0.0,31.42,0.0,29.39,8,0.0,7.16,0.0,-372.36,-116.36,-417.96,14.52,524337
File_15507.json,05/20/2024 06:17:56.444201,9.71,-0.04,0.92,0.0,31.40,0.0,29.37,8,0.0,7.65,0.0,-372.36,-116.36,-417.96,14.62,524340
File_12846.json,05/20/2024 06:18:56.512877,9.75,-0.11,0.80,0.0,31.38,0.0,29.37,8,0.0,7.32,0.0,-372.36,-116.64,-417.96,7.31,524338
File_13230.json,05/20/2024 06:19:56.598298,9.75,-0.11,0.96,0.0,31.38,0.0,29.31,8,0.0,7.00,0.0,-372.36,-116.45,-417.96,5.76,524336
File_11325.json,05/20/2024 06:20:56.664562,9.71,-0.04,0.92,0.0,31.38,0.0,29.29,8,0.0,7.32,0.0,-372.36,-116.45,-417.96,5.66,524338
File_1323.json,05/20/2024 06:27:57.167005,9.71,-0.08,0.99,0.0,31.35,0.0,29.25,8,0.0,7.00,0.0,-372.36,-116.45,-417.96,7.82,524336
File_19381.json,05/20/2024 06:28:57.242241,9.75,0.00,0.92,0.0,31.36,0.0,29.21,8,0.0,7.32,0.0,-372.36,-116.64,-417.96,10.04,524338
File_13998.json,05/20/2024 06:29:57.319534,9.71,-0.08,0.99,0.0,31.35,0.0,29.19,8,0.0,7.16,0.0,-372.36,-116.36,-417.96,11.12,524337
File_7846.json,05/20/2024 06:30:57.398654,9.71,-0.08,0.84,0.0,31.38,0.0,29.19,8,0.0,7.00,0.0,-372.36,-116.45,-417.96,11.82,524336
File_7399.json,05/20/2024 06:31:57.463209,9.71,-0.04,0.96,0.0,31.34,0.0,29.21,8,0.0,7.32,0.0,-372.36,-116.45,-417.96,12.33,524338
File_19366.json,05/20/2024 06:32:57.545547,9.75,-0.08,0.99,0.0,31.37,0.0,29.21,8,0.0,7.16,0.0,-372.36,-116.27,-417.96,12.87,524337
File_13480.json,05/20/2024 06:33:57.610533,9.75,-0.04,0.99,0.0,31.34,0.0,29.19,8,0.0,6.83,0.0,-372.36,-116.64,-417.96,13.24,524335
File_13524.json,05/20/2024 06:35:57.754558,9.75,-0.04,0.88,0.0,31.35,0.0,29.16,8,0.0,7.00,0.0,-372.36,-116.64,-417.96,14.01,524336
File_16860.json,05/20/2024 06:36:57.837579,9.75,-0.08,0.96,0.0,31.34,0.0,29.14,8,0.0,7.49,0.0,-372.36,-116.36,-417.96,14.22,524339
File_674.json,05/20/2024 06:37:57.894616,9.79,-0.08,0.96,0.0,31.35,0.0,29.14,8,0.0,7.32,0.0,-372.36,-116.73,-417.96,14.42,524338
File_12967.json,05/20/2024 06:38:57.969789,9.79,-0.04,0.96,0.0,31.34,0.0,29.14,8,0.0,6.83,0.0,-372.36,-116.64,-417.96,14.62,524335
File_12998.json,05/20/2024 06:39:58.052404,9.75,-0.08,0.92,0.0,31.34,0.0,29.12,8,0.0,7.32,0.0,-372.36,-116.36,-417.96,7.92,524338
File_8531.json,05/20/2024 06:40:58.130364,9.75,0.00,0.88,0.0,31.33,0.0,29.09,8,0.0,7.32,0.0,-372.36,-116.64,-417.96,5.83,524338
File_2501.json,05/20/2024 06:41:58.187614,9.71,-0.04,0.92,0.0,31.34,0.0,29.08,8,0.0,6.67,0.0,-372.36,-116.64,-417.96,5.66,524334
File_12765.json,05/20/2024 06:42:58.256809,9.79,-0.15,0.84,0.0,31.30,0.0,29.11,8,0.0,7.32,0.0,-372.36,-116.73,-417.96,5.66,524338
File_6711.json,05/20/2024 06:43:58.332162,9.71,-0.08,0.88,0.0,31.29,0.0,29.21,8,0.0,7.65,0.0,-372.36,-116.73,-417.96,4.25,524340
File_16210.json,05/20/2024 06:48:58.745994,9.79,-0.08,0.99,0.0,31.34,0.0,29.30,8,0.0,7.32,0.0,-372.36,-116.27,-417.96,6.64,524338
File_11293.json,05/20/2024 06:49:58.765661,9.75,-0.04,0.88,0.0,31.34,0.0,29.24,8,0.0,7.00,0.0,-372.36,-116.64,-417.96,9.53,524336
File_6059.json,05/20/2024 06:50:58.843711,9.71,-0.04,0.92,0.0,31.36,0.0,29.23,8,0.0,7.32,0.0,-372.36,-116.18,-417.96,10.95,524338
File_19603.json,05/20/2024 06:51:58.903327,9.71,0.00,0.99,0.0,31.38,0.0,29.18,8,0.0,7.32,0.0,-372.36,-116.45,-417.96,11.76,524338
File_17491.json,05/20/2024 06:52:58.978229,9.75,-0.08,0.99,0.0,31.35,0.0,29.20,8,0.0,6.35,0.0,-372.36,-116.27,-417.96,12.33,524332
File_13463.json,05/20/2024 06:53:59.064737,9.71,-0.04,0.92,0.0,31.38,0.0,29.20,8,0.0,7.00,0.0,-372.36,-116.55,-417.96,12.73,524336
File_514.json,05/20/2024 06:54:59.127403,9.75,-0.08,0.92,0.0,31.37,0.0,29.16,9,0.0,7.71,0.0,-372.36,-116.45,-417.96,13.27,589877
File_11592.json,05/20/2024 06:55:59.200579,9.79,-0.04,0.96,0.0,31.38,0.0,29.14,8,0.0,6.67,0.0,-372.36,-116.45,-417.96,13.61,524334
File_2457.json,05/20/2024 06:56:59.270282,9.64,-0.04,0.99,0.0,31.39,0.0,29.09,8,0.0,7.65,0.0,-372.36,-116.64,-417.96,13.98,524340
File_13325.json,05/20/2024 06:58:59.421736,9.75,-0.04,0.99,0.0,31.38,0.0,29.05,9,0.0,7.38,0.0,-372.36,-116.45,-417.96,14.42,589875
File_10281.json,05/20/2024 06:59:59.513279,9.79,-0.11,0.92,0.0,31.36,0.0,29.05,8,0.0,7.49,0.0,-372.36,-116.45,-417.96,14.55,524339
File_7221.json,05/20/2024 07:00:59.570591,9.75,0.04,0.88,0.0,31.38,0.0,29.05,8,0.0,6.83,0.0,-372.36,-116.55,-417.96,9.87,524335
File_17335.json,05/20/2024 07:01:59.633169,9.79,-0.04,1.07,0.0,31.36,0.0,29.02,9,0.0,7.87,0.0,-372.36,-116.27,-417.96,6.17,589878
File_18197.json,05/20/2024 07:03:59.779363,9.71,-0.08,1.03,0.0,31.37,0.0,28.97,9,0.0,7.55,0.0,-372.36,-116.55,-417.96,5.73,589876
File_12687.json,05/20/2024 07:04:59.835590,9.71,0.04,1.03,0.0,31.34,0.0,28.98,9,0.0,7.87,0.0,-372.36,-116.82,-417.96,4.76,589878
File_17244.json,05/20/2024 07:12:00.372255,9.75,-0.04,0.92,0.0,31.41,0.0,28.81,9,0.0,8.04,0.0,-372.36,-116.73,-417.96,4.25,589879
File_12796.json,05/20/2024 07:13:00.422824,9.79,-0.04,0.92,0.0,31.41,0.0,28.76,10,0.0,9.07,0.0,-372.36,-116.73,-417.96,4.65,655422
File_12674.json,05/20/2024 07:14:00.506908,9.75,0.00,0.92,0.0,31.39,0.0,28.73,10,0.0,9.24,0.0,-372.36,-116.27,-417.96,5.02,655423
File_7658.json,05/20/2024 07:15:00.575385,9.79,-0.04,0.96,0.0,31.42,0.0,28.70,9,0.0,9.02,0.0,-372.36,-116.73,-417.96,5.29,589885
File_8229.json,05/20/2024 07:16:00.702116,9.75,-0.11,0.88,0.0,31.40,0.0,28.67,10,0.0,8.91,0.0,-372.36,-116.55,-417.96,5.53,655421
File_9139.json,05/20/2024 07:17:00.711538,9.71,-0.04,1.03,0.0,31.39,0.0,28.68,10,0.0,8.91,0.0,-372.36,-116.45,-417.96,5.73,655421
File_10232.json,05/20/2024 07:18:00.784215,9.68,-0.11,0.92,0.0,31.40,0.0,28.68,9,0.0,7.55,0.0,-372.36,-116.55,-417.96,5.90,589876
File_5813.json,05/20/2024 07:27:01.400085,9.75,-0.08,0.88,0.0,31.36,0.0,28.75,8,0.0,7.81,0.0,-372.36,-116.27,-417.96,4.05,524341
File_4260.json,05/20/2024 07:28:01.480696,9.68,-0.11,0.92,0.0,31.37,0.0,28.74,8,0.0,7.32,0.0,-372.36,-116.64,-417.96,4.45,524338
File_5436.json,05/20/2024 07:30:01.617131,9.75,-0.04,0.99,0.0,31.36,0.0,28.72,9,0.0,7.55,0.0,-372.36,-116.64,-417.96,5.06,589876
File_1465.json,05/20/2024 07:31:01.696026,9.75,-0.04,1.03,0.0,31.35,0.0,28.69,9,0.0,7.71,0.0,-372.36,-116.45,-417.96,5.26,589877
File_6637.json,05/20/2024 07:33:01.835081,9.71,0.00,0.99,0.0,31.33,0.0,28.68,8,0.0,7.65,0.0,-372.36,-116.45,-417.96,5.66,524340
File_6460.json,05/20/2024 07:34:01.885680,9.79,-0.04,0.96,0.0,31.33,0.0,28.70,8,0.0,7.00,0.0,-372.36,-116.18,-417.96,5.80,524336
File_7457.json,05/20/2024 07:35:01.956281,9.79,-0.11,0.88,0.0,31.31,0.0,28.70,9,0.0,7.55,0.0,-372.36,-116.73,-417.96,5.93,589876
File_14016.json,05/20/2024 07:36:02.024958,9.75,-0.08,0.88,0.0,31.30,0.0,28.74,8,0.0,7.65,0.0,-372.36,-116.73,-417.96,5.26,524340
File_5425.json,05/20/2024 07:45:02.689084,9.75,-0.15,0.99,0.0,31.30,0.0,28.85,8,0.0,7.32,0.0,-372.36,-116.55,-417.96,4.39,524338
File_18619.json,05/20/2024 07:47:02.920197,9.71,-0.08,0.96,0.0,31.30,0.0,28.85,8,0.0,7.32,0.0,-372.36,-116.73,-417.96,5.02,524338
File_11895.json,05/20/2024 07:48:02.888513,9.68,-0.04,0.96,0.0,31.34,0.0,28.86,8,0.0,7.32,0.0,-372.36,-116.55,-417.96,5.26,524338
File_15402.json,05/20/2024 07:49:02.958589,9.79,-0.08,0.88,0.0,31.33,0.0,28.81,8,0.0,7.32,0.0,-372.36,-116.64,-417.96,5.43,524338
File_17479.json,05/20/2024 07:50:03.026927,9.79,-0.08,0.88,0.0,31.30,0.0,28.78,8,0.0,7.16,0.0,-372.36,-116.55,-417.96,5.63,524337
File_19394.json,05/20/2024 07:51:03.089428,9.75,-0.04,0.99,0.0,31.31,0.0,28.73,8,0.0,7.32,0.0,-372.36,-116.64,-417.96,5.76,524338
